timestamp,open,high,low,close,volume
2026-03-16 04:00:00,396.99,398.22,395.95,396.99,1360
2026-03-16 04:01:00,397.2,397.2,397.2,397.2,174
2026-03-16 04:02:00,397,397,397,397,298
2026-03-16 04:03:00,396.93,396.93,396.69,396.69,305
2026-03-16 04:04:00,397.09,397.09,397.09,397.09,90
